time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
40.17,0.0,0.0,0.596,0.363,-0.977,0.058,0.617,0.0,-1.176,0.028,0.128,0.048,1.816,-0.7,0.1,0.0
40.224,0.0,0.0,0.403,0.363,-1.501,-0.084,-1.0,-32.331,-1.081,0.041,0.175,0.097,1.771,-0.65,0.1,0.0
40.284,0.0,0.0,0.281,0.363,-1.501,-0.084,-1.0,0.0,-1.274,-0.007,0.084,-0.045,1.734,-0.6,0.1,0.0
40.32,0.0,0.0,0.553,0.363,-1.501,-0.084,-1.0,0.0,-1.381,-0.03,-0.003,-0.125,1.704,-0.55,0.1,0.0
40.358,0.0,0.0,0.744,0.363,-1.501,-0.084,-1.0,0.0,-1.439,-0.042,-0.086,-0.159,1.688,-0.55,0.1,0.0
40.451,0.0,0.0,0.885,0.363,-2.463,-0.084,-1.0,0.0,-1.471,-0.05,-0.164,-0.167,1.619,-0.58,0.1,0.0
40.562,0.0,0.0,0.996,0.363,-2.558,-0.071,-0.783,4.343,-1.935,-0.107,-0.282,-0.329,1.546,-0.72,0.1,0.0
40.624,0.0,0.0,1.448,0.363,-2.418,-0.066,-0.723,1.2,-2.232,-0.124,-0.375,-0.386,1.517,-0.63,0.1,0.0
40.646,0.0,0.0,1.728,0.363,-2.418,-0.066,-0.723,0.0,-2.327,-0.114,-0.44,-0.341,1.504,-0.59,0.1,0.0
40.701,0.0,0.0,1.828,0.363,-2.319,-0.059,-0.633,1.805,-2.377,-0.104,-0.491,-0.279,1.469,-0.48,0.1,0.0
40.764,0.0,0.0,1.888,0.363,-2.319,-0.059,-0.633,0.0,-2.358,-0.088,-0.521,-0.198,1.436,-0.51,0.1,0.0
40.822,0.0,0.0,1.879,0.363,-2.244,-0.058,-0.614,0.382,-2.346,-0.078,-0.542,-0.138,1.395,-0.64,0.1,0.0
40.859,0.0,0.0,1.875,0.363,-2.244,-0.058,-0.614,0.0,-2.305,-0.068,-0.553,-0.082,1.377,-0.67,0.1,0.0
40.92,0.0,0.0,1.845,0.363,-2.172,-0.048,-0.505,2.165,-2.282,-0.063,-0.56,-0.047,1.345,-0.7,0.1,0.0
40.97,0.0,0.0,1.829,0.363,-2.172,-0.048,-0.505,0.0,-2.236,-0.055,-0.555,-0.009,1.303,-0.67,0.1,0.0
41.022,0.0,0.0,1.784,0.363,-2.106,-0.047,-0.489,0.325,-2.211,-0.051,-0.549,0.01,1.269,-0.59,0.1,0.0
41.057,0.0,0.0,1.757,0.363,-2.106,-0.047,-0.489,0.0,-2.166,-0.046,-0.538,0.031,1.256,-0.56,0.1,0.0
41.101,0.0,0.0,1.714,0.363,-2.049,-0.04,-0.412,1.533,-2.142,-0.044,-0.529,0.038,1.25,-0.56,0.1,0.0
41.171,0.0,0.0,1.688,0.363,-2.049,-0.04,-0.412,0.0,-2.102,-0.04,-0.514,0.051,1.222,-0.61,0.1,0.0
41.245,0.0,0.0,1.644,0.363,-2.049,-0.04,-0.412,0.0,-2.081,-0.039,-0.5,0.053,1.175,-0.66,0.1,0.0
41.317,0.0,0.0,1.617,0.363,-2.0,-0.035,-0.354,1.162,-2.069,-0.039,-0.488,0.049,1.141,-0.64,0.1,0.0
41.344,0.0,0.0,1.598,0.363,-2.0,-0.035,-0.354,0.0,-2.04,-0.036,-0.471,0.054,1.122,-0.66,0.1,0.0
41.431,0.0,0.0,1.561,0.363,-1.911,-0.02,-0.201,3.063,-2.025,-0.035,-0.457,0.053,1.086,-0.67,0.1,0.0
41.474,0.0,0.0,1.537,0.363,-1.911,-0.02,-0.201,0.0,-1.975,-0.028,-0.43,0.07,1.071,-0.65,0.1,0.0
41.524,0.0,0.0,1.472,0.363,-1.866,-0.017,-0.174,0.537,-1.947,-0.025,-0.405,0.073,1.04,-0.61,0.1,0.0
41.561,0.0,0.0,1.428,0.363,-1.866,-0.017,-0.174,0.0,-1.912,-0.022,-0.38,0.079,1.029,-0.57,0.1,0.0
41.624,0.0,0.0,1.376,0.363,-1.83,-0.032,-0.33,-3.113,-1.892,-0.021,-0.357,0.075,1.015,-0.56,0.1,0.0
41.673,0.0,0.0,1.341,0.363,-1.83,-0.032,-0.33,0.0,-1.865,-0.021,-0.346,0.068,1.004,-0.61,0.1,0.0
41.721,0.0,0.0,1.317,0.363,-1.807,-0.017,-0.169,3.218,-1.85,-0.022,-0.337,0.057,0.968,-0.64,0.1,0.0
41.763,0.0,0.0,1.304,0.363,-1.807,-0.017,-0.169,0.0,-1.832,-0.02,-0.319,0.057,0.942,-0.69,0.1,0.0
41.817,0.0,0.0,1.273,0.363,-1.775,0.0,-0.0,3.379,-1.822,-0.02,-0.303,0.052,0.918,-0.71,0.1,0.0
41.865,0.0,0.0,1.25,0.363,-1.775,0.0,-0.0,0.0,-1.802,-0.016,-0.276,0.059,0.894,-0.7,0.1,0.0
41.932,0.0,0.0,1.205,0.363,-1.735,0.008,0.08,1.592,-1.79,-0.013,-0.252,0.06,0.878,-0.56,0.1,0.0
41.962,0.0,0.0,1.169,0.363,-1.735,0.008,0.08,0.0,-1.766,-0.009,-0.222,0.067,0.861,-0.51,0.1,0.0
42.007,0.0,0.0,1.117,0.363,-1.706,0.013,0.128,0.972,-1.752,-0.006,-0.195,0.067,0.846,-0.54,0.1,0.0
42.041,0.0,0.0,1.078,0.363,-1.706,0.013,0.128,0.0,-1.731,-0.002,-0.165,0.071,0.834,-0.57,0.1,0.0
42.132,0.0,0.0,1.03,0.363,-1.668,0.017,0.173,0.9,-1.72,-0.0,-0.139,0.068,0.802,-0.69,0.1,0.0
42.169,0.0,0.0,0.994,0.363,-1.668,0.017,0.173,0.0,-1.696,0.003,-0.11,0.072,0.775,-0.74,0.1,0.0
42.206,0.0,0.0,0.945,0.363,-1.645,0.018,0.18,0.131,-1.683,0.005,-0.083,0.069,0.752,-0.71,0.1,0.0
42.298,0.0,0.0,0.908,0.363,-1.645,0.018,0.18,0.0,-1.665,0.008,-0.058,0.068,0.726,-0.58,0.1,0.0
42.332,0.0,0.0,0.869,0.363,-1.618,0.024,0.241,1.217,-1.655,0.009,-0.036,0.063,0.699,-0.55,0.1,0.0
42.386,0.0,0.0,0.839,0.363,-1.618,0.024,0.241,0.0,-1.637,0.011,-0.011,0.063,0.686,-0.59,0.1,0.0
42.426,0.0,0.0,0.799,0.363,-1.595,0.03,0.304,1.266,-1.627,0.013,0.012,0.06,0.677,-0.64,0.1,0.0
42.475,0.0,0.0,0.768,0.363,-1.595,0.03,0.304,0.0,-1.611,0.016,0.038,0.061,0.663,-0.65,0.1,0.0
42.519,0.0,0.0,0.728,0.363,-1.565,0.025,0.249,-1.093,-1.603,0.017,0.062,0.058,0.644,-0.67,0.1,0.0
42.601,0.0,0.0,0.697,0.363,-1.565,0.025,0.249,0.0,-1.584,0.019,0.081,0.056,0.597,-0.65,0.1,0.0
42.685,0.0,0.0,0.665,0.363,-1.525,0.04,0.415,3.321,-1.574,0.02,0.098,0.051,0.55,-0.65,0.1,0.0
42.734,0.0,0.0,0.641,0.363,-1.5,0.047,0.486,1.419,-1.549,0.024,0.125,0.059,0.519,-0.61,0.1,0.0
42.78,0.0,0.0,0.592,0.363,-1.5,0.047,0.486,0.0,-1.524,0.029,0.157,0.067,0.51,-0.59,0.1,0.0
42.841,0.0,0.0,0.538,0.363,-1.466,0.052,0.552,1.308,-1.511,0.032,0.185,0.067,0.473,-0.58,0.1,0.0
42.883,0.0,0.0,0.497,0.363,-1.466,0.052,0.552,0.0,-1.488,0.036,0.217,0.071,0.465,-0.59,0.1,0.0
42.934,0.0,0.0,0.445,0.363,-1.424,0.054,0.571,0.39,-1.475,0.038,0.246,0.069,0.442,-0.62,0.1,0.0
42.984,0.0,0.0,0.404,0.363,-1.424,0.054,0.571,0.0,-1.448,0.042,0.276,0.072,0.429,-0.68,0.1,0.0
43.025,0.0,0.0,0.354,0.363,-1.388,0.062,0.668,1.94,-1.434,0.044,0.303,0.069,0.392,-0.71,0.1,0.0
43.054,0.0,0.0,0.316,0.363,-1.388,0.062,0.668,0.0,-1.409,0.048,0.335,0.073,0.383,-0.71,0.1,0.0
43.133,0.0,0.0,0.262,0.363,-1.354,0.067,0.738,1.401,-1.396,0.05,0.364,0.07,0.333,-0.6,0.1,0.0
43.157,0.0,0.0,0.221,0.363,-1.354,0.067,0.738,0.0,-1.372,0.054,0.397,0.073,0.319,-0.56,0.1,0.0
43.207,0.0,0.0,0.169,0.363,-1.337,0.07,0.78,0.835,-1.36,0.056,0.426,0.07,0.306,-0.44,0.1,0.0
43.306,0.0,0.0,0.128,0.363,-1.324,0.074,0.834,1.074,-1.345,0.059,0.457,0.069,0.262,-0.4,0.1,0.0
43.343,0.0,0.0,0.085,0.363,-1.324,0.074,0.834,0.0,-1.331,0.062,0.488,0.069,0.248,-0.4,0.1,0.0
43.448,0.0,0.0,0.039,0.363,-1.228,0.075,0.854,0.407,-1.323,0.064,0.517,0.064,0.238,-0.29,0.1,0.0
43.48,0.0,0.0,0.002,0.363,-1.228,0.075,0.854,0.0,-1.274,0.071,0.55,0.076,0.251,-0.24,0.1,0.0
43.521,0.0,0.0,-0.067,0.363,-1.175,0.076,0.862,0.152,-1.247,0.073,0.578,0.077,0.245,-0.21,0.1,0.0
43.556,0.0,0.0,-0.115,0.363,-1.175,0.076,0.862,0.0,-1.208,0.077,0.607,0.08,0.231,-0.16,0.1,0.0
43.656,0.0,0.0,-0.171,0.363,-1.074,0.076,0.864,0.05,-1.187,0.078,0.632,0.075,0.215,0.13,0.1,0.0
43.69,0.0,0.0,-0.209,0.363,-1.074,0.076,0.864,0.0,-1.128,0.083,0.659,0.083,0.236,0.2,0.1,0.0
43.775,0.0,0.0,-0.275,0.363,-0.968,0.077,0.882,0.362,-1.096,0.084,0.682,0.079,0.269,0.34,0.1,0.0
43.816,0.0,0.0,-0.317,0.363,-0.913,0.078,0.894,0.238,-1.03,0.09,0.708,0.088,0.282,0.41,0.1,0.0
43.872,0.0,0.0,-0.386,0.363,-0.913,0.078,0.894,0.0,-0.969,0.093,0.734,0.094,0.316,0.52,0.1,0.0
43.91,0.0,0.0,-0.449,0.363,-0.716,0.074,0.84,-1.08,-0.936,0.093,0.755,0.086,0.365,0.6,0.1,0.0
43.948,0.0,0.0,-0.487,0.363,-0.716,0.074,0.84,0.0,-0.827,0.101,0.778,0.104,0.379,0.61,0.1,0.0
44.046,0.0,0.0,-0.579,0.363,-0.65,0.071,0.786,-1.087,-0.768,0.101,0.797,0.101,0.439,0.55,0.1,0.0
44.087,0.0,0.0,-0.628,0.363,-0.65,0.071,0.786,0.0,-0.706,0.101,0.81,0.095,0.447,0.55,0.1,0.0
44.137,0.0,0.0,-0.673,0.363,-0.508,0.064,0.689,-1.938,-0.672,0.098,0.819,0.079,0.462,0.55,0.1,0.0
44.193,0.0,0.0,-0.693,0.363,-0.508,0.064,0.689,0.0,-0.589,0.1,0.825,0.081,0.51,0.57,0.1,0.0
44.282,0.0,0.0,-0.744,0.363,-0.433,0.062,0.666,-0.461,-0.544,0.097,0.826,0.069,0.523,0.59,0.1,0.0
44.314,0.0,0.0,-0.762,0.363,-0.433,0.062,0.666,0.0,-0.485,0.097,0.827,0.064,0.556,0.58,0.1,0.0
44.373,0.0,0.0,-0.79,0.363,-0.425,0.059,0.635,-0.624,-0.454,0.093,0.824,0.05,0.597,0.5,0.1,0.0
44.418,0.0,0.0,-0.796,0.363,-0.346,0.056,0.595,-0.786,-0.434,0.088,0.817,0.034,0.628,0.48,0.1,0.0
44.481,0.0,0.0,-0.79,0.363,-0.346,0.056,0.595,0.0,-0.387,0.088,0.809,0.03,0.628,0.49,0.1,0.0
44.545,0.0,0.0,-0.804,0.363,-0.301,0.051,0.536,-1.184,-0.362,0.085,0.799,0.021,0.671,0.55,0.1,0.0
44.593,0.0,0.0,-0.8,0.363,-0.301,0.051,0.536,0.0,-0.327,0.082,0.786,0.015,0.692,0.59,0.1,0.0
44.644,0.0,0.0,-0.799,0.363,-0.284,0.048,0.504,-0.645,-0.309,0.079,0.772,0.006,0.724,0.57,0.1,0.0
44.746,0.0,0.0,-0.787,0.363,-0.251,0.044,0.46,-0.881,-0.292,0.075,0.756,-0.003,0.752,0.54,0.1,0.0
44.793,0.0,0.0,-0.772,0.363,-0.251,0.044,0.46,0.0,-0.267,0.073,0.738,-0.007,0.776,0.54,0.1,0.0
44.836,0.0,0.0,-0.761,0.363,-0.237,0.039,0.402,-1.155,-0.255,0.07,0.719,-0.014,0.783,0.55,0.1,0.0
44.872,0.0,0.0,-0.742,0.363,-0.237,0.039,0.402,0.0,-0.241,0.066,0.698,-0.02,0.816,0.57,0.1,0.0
44.92,0.0,0.0,-0.72,0.363,-0.236,0.031,0.313,-1.775,-0.235,0.063,0.676,-0.026,0.84,0.56,0.1,0.0
44.953,0.0,0.0,-0.695,0.363,-0.236,0.031,0.313,0.0,-0.231,0.058,0.65,-0.035,0.852,0.56,0.1,0.0
45.009,0.0,0.0,-0.661,0.363,-0.249,0.026,0.264,-0.979,-0.229,0.055,0.624,-0.04,0.874,0.54,0.1,0.0
45.051,0.0,0.0,-0.628,0.363,-0.249,0.026,0.264,0.0,-0.234,0.05,0.596,-0.048,0.89,0.56,0.1,0.0
45.114,0.0,0.0,-0.588,0.363,-0.26,0.023,0.234,-0.6,-0.238,0.047,0.569,-0.052,0.904,0.57,0.1,0.0
45.156,0.0,0.0,-0.552,0.363,-0.26,0.023,0.234,0.0,-0.244,0.043,0.541,-0.056,0.928,0.57,0.1,0.0
45.217,0.0,0.0,-0.513,0.363,-0.268,0.017,0.175,-1.19,-0.248,0.041,0.515,-0.056,0.947,0.53,0.1,0.0
45.263,0.0,0.0,-0.48,0.363,-0.268,0.017,0.175,0.0,-0.255,0.037,0.487,-0.059,0.949,0.52,0.1,0.0
45.337,0.0,0.0,-0.441,0.363,-0.283,0.018,0.18,0.098,-0.258,0.035,0.46,-0.058,0.974,0.52,0.1,0.0
45.436,0.0,0.0,-0.408,0.363,-0.307,0.01,0.099,-1.607,-0.267,0.032,0.436,-0.059,1.015,0.59,0.1,0.0
45.497,0.0,0.0,-0.373,0.363,-0.307,0.01,0.099,0.0,-0.283,0.028,0.406,-0.064,1.041,0.61,0.1,0.0
45.554,0.0,0.0,-0.327,0.363,-0.332,0.0,-0.0,-1.989,-0.292,0.025,0.379,-0.064,1.071,0.57,0.1,0.0
45.604,0.0,0.0,-0.29,0.363,-0.364,-0.004,-0.041,-0.825,-0.309,0.021,0.347,-0.069,1.086,0.49,0.1,0.0
45.64,0.0,0.0,-0.239,0.363,-0.364,-0.004,-0.041,0.0,-0.333,0.016,0.312,-0.077,1.09,0.47,0.1,0.0
45.685,0.0,0.0,-0.183,0.363,-0.364,-0.004,-0.041,0.0,-0.347,0.013,0.281,-0.077,1.11,0.47,0.1,0.0
45.734,0.0,0.0,-0.138,0.363,-0.405,-0.008,-0.082,-0.824,-0.354,0.011,0.252,-0.072,1.119,0.51,0.1,0.0
45.78,0.0,0.0,-0.102,0.363,-0.405,-0.008,-0.082,0.0,-0.377,0.007,0.221,-0.075,1.132,0.5,0.1,0.0
45.834,0.0,0.0,-0.051,0.363,-0.442,-0.012,-0.125,-0.855,-0.39,0.005,0.193,-0.073,1.144,0.42,0.1,0.0
45.875,0.0,0.0,-0.012,0.363,-0.442,-0.012,-0.125,0.0,-0.414,0.001,0.164,-0.075,1.163,0.35,0.1,0.0
45.958,0.0,0.0,0.037,0.363,-0.483,-0.018,-0.18,-1.093,-0.427,-0.001,0.137,-0.072,1.173,0.17,0.1,0.0
46.074,0.0,0.0,0.075,0.363,-0.528,-0.019,-0.187,-0.151,-0.453,-0.004,0.107,-0.075,1.175,0.01,0.1,0.0
46.114,0.0,0.0,0.126,0.363,-0.562,-0.022,-0.218,-0.619,-0.488,-0.009,0.077,-0.081,1.164,-0.02,0.1,0.0
46.145,0.0,0.0,0.182,0.363,-0.562,-0.022,-0.218,0.0,-0.523,-0.013,0.047,-0.085,1.168,-0.03,0.1,0.0
46.247,0.0,0.0,0.237,0.363,-0.59,-0.02,-0.206,0.253,-0.542,-0.014,0.021,-0.08,1.135,-0.3,0.1,0.0
46.319,0.0,0.0,0.277,0.363,-0.611,-0.017,-0.173,0.659,-0.565,-0.016,-0.004,-0.076,1.107,-0.34,0.1,0.0
46.358,0.0,0.0,0.316,0.363,-0.611,-0.017,-0.173,0.0,-0.587,-0.016,-0.023,-0.071,1.1,-0.38,0.1,0.0
46.438,0.0,0.0,0.348,0.363,-0.623,-0.016,-0.157,0.317,-0.599,-0.016,-0.04,-0.062,1.059,-0.52,0.1,0.0
46.492,0.0,0.0,0.371,0.363,-0.623,-0.016,-0.157,0.0,-0.611,-0.016,-0.054,-0.054,1.024,-0.56,0.1,0.0
46.539,0.0,0.0,0.391,0.363,-0.618,-0.012,-0.116,0.812,-0.618,-0.015,-0.066,-0.045,1.001,-0.57,0.1,0.0
46.581,0.0,0.0,0.405,0.363,-0.618,-0.012,-0.116,0.0,-0.619,-0.014,-0.073,-0.035,0.991,-0.63,0.1,0.0
46.637,0.0,0.0,0.409,0.363,-0.601,-0.008,-0.075,0.822,-0.619,-0.013,-0.079,-0.026,0.958,-0.66,0.1,0.0
46.678,0.0,0.0,0.413,0.363,-0.601,-0.008,-0.075,0.0,-0.612,-0.01,-0.08,-0.015,0.926,-0.7,0.1,0.0
46.717,0.0,0.0,0.406,0.363,-0.571,0.004,0.042,2.342,-0.607,-0.009,-0.08,-0.008,0.892,-0.71,0.1,0.0
46.759,0.0,0.0,0.401,0.363,-0.571,0.004,0.042,0.0,-0.591,-0.005,-0.071,0.006,0.86,-0.67,0.1,0.0
46.814,0.0,0.0,0.376,0.363,-0.539,0.008,0.083,0.829,-0.582,-0.003,-0.062,0.013,0.822,-0.55,0.1,0.0
46.857,0.0,0.0,0.358,0.363,-0.539,0.008,0.083,0.0,-0.562,0.001,-0.049,0.024,0.813,-0.52,0.1,0.0
46.897,0.0,0.0,0.328,0.363,-0.539,0.008,0.083,0.0,-0.552,0.002,-0.037,0.028,0.813,-0.52,0.1,0.0
46.981,0.0,0.0,0.306,0.363,-0.499,0.016,0.165,1.627,-0.546,0.003,-0.026,0.028,0.748,-0.62,0.1,0.0
47.02,0.0,0.0,0.29,0.363,-0.461,0.016,0.163,-0.038,-0.524,0.007,-0.008,0.036,0.72,-0.64,0.1,0.0
47.057,0.0,0.0,0.255,0.363,-0.461,0.016,0.163,0.0,-0.494,0.011,0.009,0.045,0.712,-0.66,0.1,0.0
47.137,0.0,0.0,0.215,0.363,-0.422,0.023,0.23,1.338,-0.478,0.012,0.025,0.046,0.676,-0.59,0.1,0.0
47.179,0.0,0.0,0.188,0.363,-0.422,0.023,0.23,0.0,-0.451,0.015,0.045,0.052,0.666,-0.48,0.1,0.0
47.219,0.0,0.0,0.147,0.363,-0.373,0.03,0.301,1.419,-0.436,0.017,0.063,0.051,0.645,-0.45,0.1,0.0
47.26,0.0,0.0,0.119,0.363,-0.373,0.03,0.301,0.0,-0.405,0.021,0.086,0.059,0.637,-0.42,0.1,0.0
47.322,0.0,0.0,0.072,0.363,-0.327,0.031,0.313,0.242,-0.388,0.022,0.107,0.058,0.6,-0.38,0.1,0.0
47.363,0.0,0.0,0.039,0.363,-0.327,0.031,0.313,0.0,-0.358,0.026,0.129,0.062,0.597,-0.32,0.1,0.0
47.414,0.0,0.0,-0.004,0.363,-0.283,0.035,0.357,0.875,-0.342,0.026,0.147,0.058,0.58,-0.23,0.1,0.0
47.444,0.0,0.0,-0.033,0.363,-0.283,0.035,0.357,0.0,-0.312,0.03,0.169,0.062,0.584,-0.2,0.1,0.0
